F.V/Time;5;10;15;30;60;120;180;240;300;480;600;1200
1,6;193;135,1;100,7;58,29;34,21;20,49;15,05;12,22;10,32;6,89;5,86;3,01
1,65;186;131,1;98,08;57,01;33,57;20,19;14,85;12,07;10,2;6,82;5,81;2,98
1,7;176,9;125,8;94,61;55,32;32,73;19,79;14,58;11,87;10,04;6,73;5,73;2,95
1,75;165,3;119;90,09;53,1;31,63;19,27;14,23;11,6;9,83;6,61;5,63;2,91
1,8;150,6;110,2;84,28;50,23;30,19;18,57;13,76;11,25;9,55;6,44;5,5;2,85
1,85;132,5;99,31;76,95;46,56;28,33;17,67;13,15;10,78;9,18;6,23;5,33;2,78
